time,height
2024-01-05 04:00:00+00:00,-0.006
2024-01-05 05:00:00+00:00,-0.137
2024-01-05 06:00:00+00:00,-0.258
2024-01-05 07:00:00+00:00,-0.289
2024-01-05 08:00:00+00:00,-0.232
2024-01-05 09:00:00+00:00,-0.130
2024-01-05 10:00:00+00:00,0.062
2024-01-05 11:00:00+00:00,0.286
2024-01-05 12:00:00+00:00,0.537
2024-01-05 13:00:00+00:00,0.692
2024-01-05 14:00:00+00:00,0.791
2024-01-05 15:00:00+00:00,0.732
2024-01-05 16:00:00+00:00,0.558
2024-01-05 17:00:00+00:00,0.262
2024-01-05 18:00:00+00:00,-0.049
2024-01-05 19:00:00+00:00,-0.320
2024-01-05 20:00:00+00:00,-0.491
2024-01-05 21:00:00+00:00,-0.583
2024-01-05 22:00:00+00:00,-0.545
2024-01-05 23:00:00+00:00,-0.449
2024-01-06 00:00:00+00:00,-0.278
2024-01-06 01:00:00+00:00,-0.108
2024-01-06 02:00:00+00:00,0.053
2024-01-06 03:00:00+00:00,0.122
2024-01-06 04:00:00+00:00,0.141
2024-01-06 05:00:00+00:00,0.110
2024-01-06 06:00:00+00:00,-0.002
2024-01-06 07:00:00+00:00,-0.111
2024-01-06 08:00:00+00:00,-0.113
2024-01-06 09:00:00+00:00,-0.105
2024-01-06 10:00:00+00:00,0.089
2024-01-06 11:00:00+00:00,0.257
2024-01-06 12:00:00+00:00,0.478
2024-01-06 13:00:00+00:00,0.701
2024-01-06 14:00:00+00:00,0.843
2024-01-06 15:00:00+00:00,0.913
2024-01-06 16:00:00+00:00,0.790
2024-01-06 17:00:00+00:00,0.565
2024-01-06 18:00:00+00:00,0.245
2024-01-06 19:00:00+00:00,-0.092
2024-01-06 20:00:00+00:00,-0.394
2024-01-06 21:00:00+00:00,-0.601
2024-01-06 22:00:00+00:00,-0.637
2024-01-06 23:00:00+00:00,-0.620
2024-01-07 00:00:00+00:00,-0.476
2024-01-07 01:00:00+00:00,-0.266
2024-01-07 02:00:00+00:00,-0.070
2024-01-07 03:00:00+00:00,0.091
2024-01-07 04:00:00+00:00,0.216
2024-01-07 05:00:00+00:00,0.253
2024-01-07 06:00:00+00:00,0.224
2024-01-07 07:00:00+00:00,0.128
2024-01-07 08:00:00+00:00,0.022
2024-01-07 09:00:00+00:00,-0.055
2024-01-07 10:00:00+00:00,0.037
2024-01-07 11:00:00+00:00,0.169
2024-01-07 12:00:00+00:00,0.377
2024-01-07 13:00:00+00:00,0.599
2024-01-07 14:00:00+00:00,0.783
2024-01-07 15:00:00+00:00,0.904
2024-01-07 16:00:00+00:00,0.921
2024-01-07 17:00:00+00:00,0.749
2024-01-07 18:00:00+00:00,0.459
2024-01-07 19:00:00+00:00,-0.008
2024-01-07 20:00:00+00:00,-0.384
2024-01-07 21:00:00+00:00,-0.681
2024-01-07 22:00:00+00:00,-0.833
2024-01-07 23:00:00+00:00,-0.890
2024-01-08 00:00:00+00:00,-0.837
2024-01-08 01:00:00+00:00,-0.636
2024-01-08 02:00:00+00:00,-0.382
2024-01-08 03:00:00+00:00,-0.126
2024-01-08 04:00:00+00:00,0.102
2024-01-08 05:00:00+00:00,0.237
2024-01-08 06:00:00+00:00,0.289
2024-01-08 07:00:00+00:00,0.272
2024-01-08 08:00:00+00:00,0.165
2024-01-08 09:00:00+00:00,0.061
2024-01-08 10:00:00+00:00,0.018
2024-01-08 11:00:00+00:00,0.076
2024-01-08 12:00:00+00:00,0.234
2024-01-08 13:00:00+00:00,0.458
2024-01-08 14:00:00+00:00,0.699
2024-01-08 15:00:00+00:00,0.879
2024-01-08 16:00:00+00:00,0.998
2024-01-08 17:00:00+00:00,0.943
2024-01-08 18:00:00+00:00,0.710
2024-01-08 19:00:00+00:00,0.264
2024-01-08 20:00:00+00:00,-0.228
2024-01-08 21:00:00+00:00,-0.663
2024-01-08 22:00:00+00:00,-0.902
2024-01-08 23:00:00+00:00,-0.966
2024-01-09 00:00:00+00:00,-0.996
2024-01-09 01:00:00+00:00,-0.950
2024-01-09 02:00:00+00:00,-0.733
2024-01-09 03:00:00+00:00,-0.407
2024-01-09 04:00:00+00:00,-0.086
2024-01-09 05:00:00+00:00,0.159
2024-01-09 06:00:00+00:00,0.329
2024-01-09 07:00:00+00:00,0.346
2024-01-09 08:00:00+00:00,0.294
2024-01-09 09:00:00+00:00,0.168
2024-01-09 10:00:00+00:00,0.057
2024-01-09 11:00:00+00:00,0.033
2024-01-09 12:00:00+00:00,0.122
2024-01-09 13:00:00+00:00,0.318
2024-01-09 14:00:00+00:00,0.551
2024-01-09 15:00:00+00:00,0.818
2024-01-09 16:00:00+00:00,1.026
2024-01-09 17:00:00+00:00,1.107
2024-01-09 18:00:00+00:00,1.002
2024-01-09 19:00:00+00:00,0.672
2024-01-09 20:00:00+00:00,0.180
2024-01-09 21:00:00+00:00,-0.360
2024-01-09 22:00:00+00:00,-0.820
2024-01-09 23:00:00+00:00,-0.988
2024-01-10 00:00:00+00:00,-1.000
2024-01-10 01:00:00+00:00,-1.006
2024-01-10 02:00:00+00:00,-0.962
2024-01-10 03:00:00+00:00,-0.680
2024-01-10 04:00:00+00:00,-0.341
2024-01-10 05:00:00+00:00,-0.023
2024-01-10 06:00:00+00:00,0.247
2024-01-10 07:00:00+00:00,0.388
2024-01-10 08:00:00+00:00,0.413
2024-01-10 09:00:00+00:00,0.307
2024-01-10 10:00:00+00:00,0.189
2024-01-10 11:00:00+00:00,0.049
2024-01-10 12:00:00+00:00,0.051
2024-01-10 13:00:00+00:00,0.194
2024-01-10 14:00:00+00:00,0.417
2024-01-10 15:00:00+00:00,0.697
2024-01-10 16:00:00+00:00,0.966
2024-01-10 17:00:00+00:00,1.162
2024-01-10 18:00:00+00:00,1.226
2024-01-10 19:00:00+00:00,1.056
2024-01-10 20:00:00+00:00,0.661
2024-01-10 21:00:00+00:00,0.087
2024-01-10 22:00:00+00:00,-0.474
2024-01-10 23:00:00+00:00,-0.896
2024-01-11 00:00:00+00:00,-1.020
2024-01-11 01:00:00+00:00,-1.054
2024-01-11 02:00:00+00:00,-1.048
2024-01-11 03:00:00+00:00,-0.898
2024-01-11 04:00:00+00:00,-0.552
2024-01-11 05:00:00+00:00,-0.172
2024-01-11 06:00:00+00:00,0.151
2024-01-11 07:00:00+00:00,0.395
2024-01-11 08:00:00+00:00,0.482
2024-01-11 09:00:00+00:00,0.454
2024-01-11 10:00:00+00:00,0.309
2024-01-11 11:00:00+00:00,0.114
2024-01-11 12:00:00+00:00,0.002
2024-01-11 13:00:00+00:00,0.000
2024-01-11 14:00:00+00:00,0.140
2024-01-11 15:00:00+00:00,0.397
2024-01-11 16:00:00+00:00,0.692
2024-01-11 17:00:00+00:00,0.963
2024-01-11 18:00:00+00:00,1.142
2024-01-11 19:00:00+00:00,1.141
2024-01-11 20:00:00+00:00,0.920
2024-01-11 21:00:00+00:00,0.438
2024-01-11 22:00:00+00:00,-0.190
2024-01-11 23:00:00+00:00,-0.744
2024-01-12 00:00:00+00:00,-1.019
2024-01-12 01:00:00+00:00,-1.074
2024-01-12 02:00:00+00:00,-1.078
2024-01-12 03:00:00+00:00,-1.096
2024-01-12 04:00:00+00:00,-0.986
2024-01-12 05:00:00+00:00,-0.568
2024-01-12 06:00:00+00:00,-0.150
2024-01-12 07:00:00+00:00,0.173
2024-01-12 08:00:00+00:00,0.418
2024-01-12 09:00:00+00:00,0.468
2024-01-12 10:00:00+00:00,0.399
2024-01-12 11:00:00+00:00,0.234
2024-01-12 12:00:00+00:00,-0.005
2024-01-12 13:00:00+00:00,-0.064
2024-01-12 14:00:00+00:00,-0.055
2024-01-12 15:00:00+00:00,0.137
2024-01-12 16:00:00+00:00,0.403
2024-01-12 17:00:00+00:00,0.705
2024-01-12 18:00:00+00:00,0.994
2024-01-12 19:00:00+00:00,1.148
2024-01-12 20:00:00+00:00,1.117
2024-01-12 21:00:00+00:00,0.798
2024-01-12 22:00:00+00:00,0.292
2024-01-12 23:00:00+00:00,-0.339
2024-01-13 00:00:00+00:00,-0.879
2024-01-13 01:00:00+00:00,-1.093
2024-01-13 02:00:00+00:00,-1.100
2024-01-13 03:00:00+00:00,-1.098
2024-01-13 04:00:00+00:00,-1.106
2024-01-13 05:00:00+00:00,-0.864
2024-01-13 06:00:00+00:00,-0.411
2024-01-13 07:00:00+00:00,-0.028
2024-01-13 08:00:00+00:00,0.321
2024-01-13 09:00:00+00:00,0.516
2024-01-13 10:00:00+00:00,0.523
2024-01-13 11:00:00+00:00,0.384
2024-01-13 12:00:00+00:00,0.192
2024-01-13 13:00:00+00:00,-0.039
2024-01-13 14:00:00+00:00,-0.132
2024-01-13 15:00:00+00:00,-0.089
2024-01-13 16:00:00+00:00,0.125
2024-01-13 17:00:00+00:00,0.417
2024-01-13 18:00:00+00:00,0.722
2024-01-13 19:00:00+00:00,0.985
2024-01-13 20:00:00+00:00,1.139
2024-01-13 21:00:00+00:00,1.061
2024-01-13 22:00:00+00:00,0.730
2024-01-13 23:00:00+00:00,0.194
2024-01-14 00:00:00+00:00,-0.369
2024-01-14 01:00:00+00:00,-0.847
2024-01-14 02:00:00+00:00,-1.070
2024-01-14 03:00:00+00:00,-1.094
2024-01-14 04:00:00+00:00,-1.100
2024-01-14 05:00:00+00:00,-0.949
2024-01-14 06:00:00+00:00,-0.534
2024-01-14 07:00:00+00:00,-0.129
2024-01-14 08:00:00+00:00,0.267
2024-01-14 09:00:00+00:00,0.572
2024-01-14 10:00:00+00:00,0.705
2024-01-14 11:00:00+00:00,0.646
2024-01-14 12:00:00+00:00,0.456
2024-01-14 13:00:00+00:00,0.170
2024-01-14 14:00:00+00:00,-0.084
2024-01-14 15:00:00+00:00,-0.202
2024-01-14 16:00:00+00:00,-0.126
2024-01-14 17:00:00+00:00,0.053
2024-01-14 18:00:00+00:00,0.342
2024-01-14 19:00:00+00:00,0.600
2024-01-14 20:00:00+00:00,0.849
2024-01-14 21:00:00+00:00,0.961
2024-01-14 22:00:00+00:00,0.866
2024-01-14 23:00:00+00:00,0.546
2024-01-15 00:00:00+00:00,0.024
2024-01-15 01:00:00+00:00,-0.505
2024-01-15 02:00:00+00:00,-0.899
2024-01-15 03:00:00+00:00,-1.071
2024-01-15 04:00:00+00:00,-1.100
2024-01-15 05:00:00+00:00,-1.060
2024-01-15 06:00:00+00:00,-0.803
2024-01-15 07:00:00+00:00,-0.382
2024-01-15 08:00:00+00:00,0.020
2024-01-15 09:00:00+00:00,0.399
2024-01-15 10:00:00+00:00,0.627
2024-01-15 11:00:00+00:00,0.733
2024-01-15 12:00:00+00:00,0.632
2024-01-15 13:00:00+00:00,0.392
2024-01-15 14:00:00+00:00,0.058
2024-01-15 15:00:00+00:00,-0.216
2024-01-15 16:00:00+00:00,-0.297
2024-01-15 17:00:00+00:00,-0.247
2024-01-15 18:00:00+00:00,-0.051
2024-01-15 19:00:00+00:00,0.183
2024-01-15 20:00:00+00:00,0.448
2024-01-15 21:00:00+00:00,0.636
2024-01-15 22:00:00+00:00,0.736
2024-01-15 23:00:00+00:00,0.661
2024-01-16 00:00:00+00:00,0.373
2024-01-16 01:00:00+00:00,-0.049
2024-01-16 02:00:00+00:00,-0.516
2024-01-16 03:00:00+00:00,-0.852
2024-01-16 04:00:00+00:00,-1.000
2024-01-16 05:00:00+00:00,-1.010
2024-01-16 06:00:00+00:00,-0.823
2024-01-16 07:00:00+00:00,-0.491
2024-01-16 08:00:00+00:00,-0.106
2024-01-16 09:00:00+00:00,0.268
2024-01-16 10:00:00+00:00,0.568
2024-01-16 11:00:00+00:00,0.773
2024-01-16 12:00:00+00:00,0.807
2024-01-16 13:00:00+00:00,0.664
2024-01-16 14:00:00+00:00,0.360
2024-01-16 15:00:00+00:00,0.003
2024-01-16 16:00:00+00:00,-0.279
2024-01-16 17:00:00+00:00,-0.371
2024-01-16 18:00:00+00:00,-0.337
2024-01-16 19:00:00+00:00,-0.178
2024-01-16 20:00:00+00:00,0.043
2024-01-16 21:00:00+00:00,0.263
2024-01-16 22:00:00+00:00,0.460
2024-01-16 23:00:00+00:00,0.536
2024-01-17 00:00:00+00:00,0.523
2024-01-17 01:00:00+00:00,0.306
2024-01-17 02:00:00+00:00,-0.039
2024-01-17 03:00:00+00:00,-0.408
2024-01-17 04:00:00+00:00,-0.659
2024-01-17 05:00:00+00:00,-0.738
2024-01-17 06:00:00+00:00,-0.661
2024-01-17 07:00:00+00:00,-0.445
2024-01-17 08:00:00+00:00,-0.138
2024-01-17 09:00:00+00:00,0.211
2024-01-17 10:00:00+00:00,0.531
2024-01-17 11:00:00+00:00,0.798
2024-01-17 12:00:00+00:00,0.924
2024-01-17 13:00:00+00:00,0.906
2024-01-17 14:00:00+00:00,0.700
2024-01-17 15:00:00+00:00,0.344
2024-01-17 16:00:00+00:00,-0.026
2024-01-17 17:00:00+00:00,-0.278
2024-01-17 18:00:00+00:00,-0.460
2024-01-17 19:00:00+00:00,-0.463
2024-01-17 20:00:00+00:00,-0.366
2024-01-17 21:00:00+00:00,-0.180
2024-01-17 22:00:00+00:00,0.021
2024-01-17 23:00:00+00:00,0.194
2024-01-18 00:00:00+00:00,0.328
2024-01-18 01:00:00+00:00,0.328
2024-01-18 02:00:00+00:00,0.192
2024-01-18 03:00:00+00:00,-0.021
2024-01-18 04:00:00+00:00,-0.308
2024-01-18 05:00:00+00:00,-0.495
2024-01-18 06:00:00+00:00,-0.553
2024-01-18 07:00:00+00:00,-0.453
2024-01-18 08:00:00+00:00,-0.246
2024-01-18 09:00:00+00:00,0.036
2024-01-18 10:00:00+00:00,0.346
2024-01-18 11:00:00+00:00,0.631
2024-01-18 12:00:00+00:00,0.857
2024-01-18 13:00:00+00:00,0.952
2024-01-18 14:00:00+00:00,0.866
2024-01-18 15:00:00+00:00,0.639
2024-01-18 16:00:00+00:00,0.259
2024-01-18 17:00:00+00:00,-0.103
2024-01-18 18:00:00+00:00,-0.382
2024-01-18 19:00:00+00:00,-0.589
2024-01-18 20:00:00+00:00,-0.638
2024-01-18 21:00:00+00:00,-0.553
2024-01-18 22:00:00+00:00,-0.401
2024-01-18 23:00:00+00:00,-0.204
2024-01-19 00:00:00+00:00,0.011
2024-01-19 01:00:00+00:00,0.186
2024-01-19 02:00:00+00:00,0.274
2024-01-19 03:00:00+00:00,0.230
2024-01-19 04:00:00+00:00,0.148
2024-01-19 05:00:00+00:00,-0.015
2024-01-19 06:00:00+00:00,-0.174
2024-01-19 07:00:00+00:00,-0.226
2024-01-19 08:00:00+00:00,-0.152
2024-01-19 09:00:00+00:00,0.016
2024-01-19 10:00:00+00:00,0.251
2024-01-19 11:00:00+00:00,0.540
2024-01-19 12:00:00+00:00,0.791
2024-01-19 13:00:00+00:00,1.004
2024-01-19 14:00:00+00:00,1.047
2024-01-19 15:00:00+00:00,0.977
2024-01-19 16:00:00+00:00,0.694
2024-01-19 17:00:00+00:00,0.318
2024-01-19 18:00:00+00:00,-0.097
2024-01-19 19:00:00+00:00,-0.408
2024-01-19 20:00:00+00:00,-0.633
2024-01-19 21:00:00+00:00,-0.671
2024-01-19 22:00:00+00:00,-0.625
2024-01-19 23:00:00+00:00,-0.452
2024-01-20 00:00:00+00:00,-0.242
2024-01-20 01:00:00+00:00,0.015
2024-01-20 02:00:00+00:00,0.219
2024-01-20 03:00:00+00:00,0.359
2024-01-20 04:00:00+00:00,0.427
2024-01-20 05:00:00+00:00,0.393
2024-01-20 06:00:00+00:00,0.297
2024-01-20 07:00:00+00:00,0.190
2024-01-20 08:00:00+00:00,0.133
2024-01-20 09:00:00+00:00,0.158
2024-01-20 10:00:00+00:00,0.294
2024-01-20 11:00:00+00:00,0.491
2024-01-20 12:00:00+00:00,0.745
2024-01-20 13:00:00+00:00,0.973
2024-01-20 14:00:00+00:00,1.134
2024-01-20 15:00:00+00:00,1.188
2024-01-20 16:00:00+00:00,1.057
2024-01-20 17:00:00+00:00,0.771
2024-01-20 18:00:00+00:00,0.342
2024-01-20 19:00:00+00:00,-0.090
2024-01-20 20:00:00+00:00,-0.446
2024-01-20 21:00:00+00:00,-0.697
2024-01-20 22:00:00+00:00,-0.807
2024-01-20 23:00:00+00:00,-0.737
2024-01-21 00:00:00+00:00,-0.574
2024-01-21 01:00:00+00:00,-0.310
2024-01-21 02:00:00+00:00,-0.018
2024-01-21 03:00:00+00:00,0.242
2024-01-21 04:00:00+00:00,0.436
2024-01-21 05:00:00+00:00,0.536
2024-01-21 06:00:00+00:00,0.543
2024-01-21 07:00:00+00:00,0.454
2024-01-21 08:00:00+00:00,0.355
2024-01-21 09:00:00+00:00,0.252
2024-01-21 10:00:00+00:00,0.255
2024-01-21 11:00:00+00:00,0.363
2024-01-21 12:00:00+00:00,0.545
2024-01-21 13:00:00+00:00,0.784
2024-01-21 14:00:00+00:00,0.978
2024-01-21 15:00:00+00:00,1.149
2024-01-21 16:00:00+00:00,1.188
2024-01-21 17:00:00+00:00,1.032
2024-01-21 18:00:00+00:00,0.716
2024-01-21 19:00:00+00:00,0.282
2024-01-21 20:00:00+00:00,-0.169
2024-01-21 21:00:00+00:00,-0.550
2024-01-21 22:00:00+00:00,-0.781
2024-01-21 23:00:00+00:00,-0.838
2024-01-22 00:00:00+00:00,-0.790
2024-01-22 01:00:00+00:00,-0.581
2024-01-22 02:00:00+00:00,-0.289
2024-01-22 03:00:00+00:00,0.029
2024-01-22 04:00:00+00:00,0.351
2024-01-22 05:00:00+00:00,0.572
2024-01-22 06:00:00+00:00,0.708
2024-01-22 07:00:00+00:00,0.702
2024-01-22 08:00:00+00:00,0.615
2024-01-22 09:00:00+00:00,0.480
2024-01-22 10:00:00+00:00,0.359
2024-01-22 11:00:00+00:00,0.337
2024-01-22 12:00:00+00:00,0.438
2024-01-22 13:00:00+00:00,0.632
2024-01-22 14:00:00+00:00,0.868
2024-01-22 15:00:00+00:00,1.067
2024-01-22 16:00:00+00:00,1.220
2024-01-22 17:00:00+00:00,1.235
2024-01-22 18:00:00+00:00,1.051
2024-01-22 19:00:00+00:00,0.685
2024-01-22 20:00:00+00:00,0.169
2024-01-22 21:00:00+00:00,-0.285
2024-01-22 22:00:00+00:00,-0.669
2024-01-22 23:00:00+00:00,-0.878
2024-01-23 00:00:00+00:00,-0.916
2024-01-23 01:00:00+00:00,-0.848
2024-01-23 02:00:00+00:00,-0.587
2024-01-23 03:00:00+00:00,-0.266
2024-01-23 04:00:00+00:00,0.065
2024-01-23 05:00:00+00:00,0.373
2024-01-23 06:00:00+00:00,0.560
2024-01-23 07:00:00+00:00,0.642
2024-01-23 08:00:00+00:00,0.602
2024-01-23 09:00:00+00:00,0.489
2024-01-23 10:00:00+00:00,0.306
2024-01-23 11:00:00+00:00,0.192
2024-01-23 12:00:00+00:00,0.208
2024-01-23 13:00:00+00:00,0.332
2024-01-23 14:00:00+00:00,0.543
2024-01-23 15:00:00+00:00,0.790
2024-01-23 16:00:00+00:00,1.005
2024-01-23 17:00:00+00:00,1.144
2024-01-23 18:00:00+00:00,1.109
2024-01-23 19:00:00+00:00,0.858
2024-01-23 20:00:00+00:00,0.434
2024-01-23 21:00:00+00:00,-0.077
2024-01-23 22:00:00+00:00,-0.536
2024-01-23 23:00:00+00:00,-0.862
2024-01-24 00:00:00+00:00,-0.951
2024-01-24 01:00:00+00:00,-0.954
2024-01-24 02:00:00+00:00,-0.896
2024-01-24 03:00:00+00:00,-0.620
2024-01-24 04:00:00+00:00,-0.272
2024-01-24 05:00:00+00:00,0.072
2024-01-24 06:00:00+00:00,0.360
2024-01-24 07:00:00+00:00,0.535
2024-01-24 08:00:00+00:00,0.584
2024-01-24 09:00:00+00:00,0.504
2024-01-24 10:00:00+00:00,0.339
2024-01-24 11:00:00+00:00,0.168
2024-01-24 12:00:00+00:00,0.097
2024-01-24 13:00:00+00:00,0.155
2024-01-24 14:00:00+00:00,0.304
2024-01-24 15:00:00+00:00,0.542
2024-01-24 16:00:00+00:00,0.804
2024-01-24 17:00:00+00:00,1.035
2024-01-24 18:00:00+00:00,1.146
2024-01-24 19:00:00+00:00,1.065
2024-01-24 20:00:00+00:00,0.780
2024-01-24 21:00:00+00:00,0.280
2024-01-24 22:00:00+00:00,-0.213
2024-01-24 23:00:00+00:00,-0.646
2024-01-25 00:00:00+00:00,-0.855
2024-01-25 01:00:00+00:00,-0.923
2024-01-25 02:00:00+00:00,-0.917
2024-01-25 03:00:00+00:00,-0.781
2024-01-25 04:00:00+00:00,-0.466
2024-01-25 05:00:00+00:00,-0.102
2024-01-25 06:00:00+00:00,0.227
2024-01-25 07:00:00+00:00,0.471
2024-01-25 08:00:00+00:00,0.583
2024-01-25 09:00:00+00:00,0.583
2024-01-25 10:00:00+00:00,0.440
2024-01-25 11:00:00+00:00,0.234
2024-01-25 12:00:00+00:00,0.043
2024-01-25 13:00:00+00:00,0.025
2024-01-25 14:00:00+00:00,0.118
2024-01-25 15:00:00+00:00,0.314
2024-01-25 16:00:00+00:00,0.585
2024-01-25 17:00:00+00:00,0.830
2024-01-25 18:00:00+00:00,1.019
2024-01-25 19:00:00+00:00,1.063
2024-01-25 20:00:00+00:00,0.901
2024-01-25 21:00:00+00:00,0.507
2024-01-25 22:00:00+00:00,-0.021
2024-01-25 23:00:00+00:00,-0.475
2024-01-26 00:00:00+00:00,-0.819
2024-01-26 01:00:00+00:00,-0.895
2024-01-26 02:00:00+00:00,-0.931
2024-01-26 03:00:00+00:00,-0.911
2024-01-26 04:00:00+00:00,-0.725
2024-01-26 05:00:00+00:00,-0.366
2024-01-26 06:00:00+00:00,0.001
2024-01-26 07:00:00+00:00,0.298
2024-01-26 08:00:00+00:00,0.517
2024-01-26 09:00:00+00:00,0.563
2024-01-26 10:00:00+00:00,0.486
2024-01-26 11:00:00+00:00,0.330
2024-01-26 12:00:00+00:00,0.138
2024-01-26 13:00:00+00:00,-0.033
2024-01-26 14:00:00+00:00,-0.024
2024-01-26 15:00:00+00:00,0.111
2024-01-26 16:00:00+00:00,0.333
2024-01-26 17:00:00+00:00,0.582
2024-01-26 18:00:00+00:00,0.825
2024-01-26 19:00:00+00:00,0.946
2024-01-26 20:00:00+00:00,0.934
2024-01-26 21:00:00+00:00,0.704
2024-01-26 22:00:00+00:00,0.263
2024-01-26 23:00:00+00:00,-0.249
2024-01-27 00:00:00+00:00,-0.686
2024-01-27 01:00:00+00:00,-0.853
2024-01-27 02:00:00+00:00,-0.885
2024-01-27 03:00:00+00:00,-0.892
2024-01-27 04:00:00+00:00,-0.826
2024-01-27 05:00:00+00:00,-0.534
2024-01-27 06:00:00+00:00,-0.166
2024-01-27 07:00:00+00:00,0.167
2024-01-27 08:00:00+00:00,0.405
2024-01-27 09:00:00+00:00,0.539
2024-01-27 10:00:00+00:00,0.556
2024-01-27 11:00:00+00:00,0.395
2024-01-27 12:00:00+00:00,0.186
2024-01-27 13:00:00+00:00,-0.012
2024-01-27 14:00:00+00:00,-0.090
2024-01-27 15:00:00+00:00,-0.043
2024-01-27 16:00:00+00:00,0.139
2024-01-27 17:00:00+00:00,0.371
2024-01-27 18:00:00+00:00,0.609
2024-01-27 19:00:00+00:00,0.814
2024-01-27 20:00:00+00:00,0.895
2024-01-27 21:00:00+00:00,0.798
2024-01-27 22:00:00+00:00,0.528
2024-01-27 23:00:00+00:00,0.061
2024-01-28 00:00:00+00:00,-0.389
2024-01-28 01:00:00+00:00,-0.717
2024-01-28 02:00:00+00:00,-0.832
2024-01-28 03:00:00+00:00,-0.853
2024-01-28 04:00:00+00:00,-0.792
2024-01-28 05:00:00+00:00,-0.599
