time,height
2024-07-29 14:00:00+00:00,0.194
2024-07-29 15:00:00+00:00,0.278
2024-07-29 16:00:00+00:00,0.266
2024-07-29 17:00:00+00:00,0.169
2024-07-29 18:00:00+00:00,0.060
2024-07-29 19:00:00+00:00,-0.065
2024-07-29 20:00:00+00:00,-0.068
2024-07-29 21:00:00+00:00,0.026
2024-07-29 22:00:00+00:00,0.221
2024-07-29 23:00:00+00:00,0.452
2024-07-30 00:00:00+00:00,0.693
2024-07-30 01:00:00+00:00,0.904
2024-07-30 02:00:00+00:00,0.974
2024-07-30 03:00:00+00:00,0.941
2024-07-30 04:00:00+00:00,0.713
2024-07-30 05:00:00+00:00,0.345
2024-07-30 06:00:00+00:00,-0.078
2024-07-30 07:00:00+00:00,-0.461
2024-07-30 08:00:00+00:00,-0.739
2024-07-30 09:00:00+00:00,-0.899
2024-07-30 10:00:00+00:00,-0.931
2024-07-30 11:00:00+00:00,-0.804
2024-07-30 12:00:00+00:00,-0.577
2024-07-30 13:00:00+00:00,-0.325
2024-07-30 14:00:00+00:00,-0.056
2024-07-30 15:00:00+00:00,0.168
2024-07-30 16:00:00+00:00,0.331
2024-07-30 17:00:00+00:00,0.372
2024-07-30 18:00:00+00:00,0.316
2024-07-30 19:00:00+00:00,0.221
2024-07-30 20:00:00+00:00,0.101
2024-07-30 21:00:00+00:00,0.075
2024-07-30 22:00:00+00:00,0.120
2024-07-30 23:00:00+00:00,0.290
2024-07-31 00:00:00+00:00,0.507
2024-07-31 01:00:00+00:00,0.732
2024-07-31 02:00:00+00:00,0.911
2024-07-31 03:00:00+00:00,0.994
2024-07-31 04:00:00+00:00,0.960
2024-07-31 05:00:00+00:00,0.730
2024-07-31 06:00:00+00:00,0.309
2024-07-31 07:00:00+00:00,-0.147
2024-07-31 08:00:00+00:00,-0.560
2024-07-31 09:00:00+00:00,-0.852
2024-07-31 10:00:00+00:00,-1.034
2024-07-31 11:00:00+00:00,-1.040
2024-07-31 12:00:00+00:00,-0.895
2024-07-31 13:00:00+00:00,-0.647
2024-07-31 14:00:00+00:00,-0.346
2024-07-31 15:00:00+00:00,-0.030
2024-07-31 16:00:00+00:00,0.230
2024-07-31 17:00:00+00:00,0.413
2024-07-31 18:00:00+00:00,0.468
2024-07-31 19:00:00+00:00,0.427
2024-07-31 20:00:00+00:00,0.304
2024-07-31 21:00:00+00:00,0.187
2024-07-31 22:00:00+00:00,0.089
2024-07-31 23:00:00+00:00,0.142
2024-08-01 00:00:00+00:00,0.287
2024-08-01 01:00:00+00:00,0.506
2024-08-01 02:00:00+00:00,0.739
2024-08-01 03:00:00+00:00,0.929
2024-08-01 04:00:00+00:00,1.054
2024-08-01 05:00:00+00:00,0.985
2024-08-01 06:00:00+00:00,0.712
2024-08-01 07:00:00+00:00,0.284
2024-08-01 08:00:00+00:00,-0.237
2024-08-01 09:00:00+00:00,-0.642
2024-08-01 10:00:00+00:00,-0.953
2024-08-01 11:00:00+00:00,-1.108
2024-08-01 12:00:00+00:00,-1.114
2024-08-01 13:00:00+00:00,-0.910
2024-08-01 14:00:00+00:00,-0.637
2024-08-01 15:00:00+00:00,-0.327
2024-08-01 16:00:00+00:00,0.021
2024-08-01 17:00:00+00:00,0.285
2024-08-01 18:00:00+00:00,0.468
2024-08-01 19:00:00+00:00,0.510
2024-08-01 20:00:00+00:00,0.443
2024-08-01 21:00:00+00:00,0.291
2024-08-01 22:00:00+00:00,0.135
2024-08-01 23:00:00+00:00,0.059
2024-08-02 00:00:00+00:00,0.105
2024-08-02 01:00:00+00:00,0.282
2024-08-02 02:00:00+00:00,0.509
2024-08-02 03:00:00+00:00,0.752
2024-08-02 04:00:00+00:00,0.960
2024-08-02 05:00:00+00:00,1.042
2024-08-02 06:00:00+00:00,0.927
2024-08-02 07:00:00+00:00,0.618
2024-08-02 08:00:00+00:00,0.132
2024-08-02 09:00:00+00:00,-0.378
2024-08-02 10:00:00+00:00,-0.796
2024-08-02 11:00:00+00:00,-1.084
2024-08-02 12:00:00+00:00,-1.205
2024-08-02 13:00:00+00:00,-1.168
2024-08-02 14:00:00+00:00,-0.927
2024-08-02 15:00:00+00:00,-0.616
2024-08-02 16:00:00+00:00,-0.288
2024-08-02 17:00:00+00:00,0.062
2024-08-02 18:00:00+00:00,0.327
2024-08-02 19:00:00+00:00,0.486
2024-08-02 20:00:00+00:00,0.482
2024-08-02 21:00:00+00:00,0.371
2024-08-02 22:00:00+00:00,0.213
2024-08-02 23:00:00+00:00,0.015
2024-08-03 00:00:00+00:00,-0.012
2024-08-03 01:00:00+00:00,0.071
2024-08-03 02:00:00+00:00,0.244
2024-08-03 03:00:00+00:00,0.523
2024-08-03 04:00:00+00:00,0.755
2024-08-03 05:00:00+00:00,0.966
2024-08-03 06:00:00+00:00,1.017
2024-08-03 07:00:00+00:00,0.873
2024-08-03 08:00:00+00:00,0.509
2024-08-03 09:00:00+00:00,0.005
2024-08-03 10:00:00+00:00,-0.492
2024-08-03 11:00:00+00:00,-0.872
2024-08-03 12:00:00+00:00,-1.107
2024-08-03 13:00:00+00:00,-1.171
2024-08-03 14:00:00+00:00,-1.053
2024-08-03 15:00:00+00:00,-0.801
2024-08-03 16:00:00+00:00,-0.427
2024-08-03 17:00:00+00:00,-0.089
2024-08-03 18:00:00+00:00,0.237
2024-08-03 19:00:00+00:00,0.458
2024-08-03 20:00:00+00:00,0.559
2024-08-03 21:00:00+00:00,0.492
2024-08-03 22:00:00+00:00,0.333
2024-08-03 23:00:00+00:00,0.125
2024-08-04 00:00:00+00:00,-0.035
2024-08-04 01:00:00+00:00,-0.023
2024-08-04 02:00:00+00:00,0.108
2024-08-04 03:00:00+00:00,0.344
2024-08-04 04:00:00+00:00,0.621
2024-08-04 05:00:00+00:00,0.838
2024-08-04 06:00:00+00:00,0.990
2024-08-04 07:00:00+00:00,0.998
2024-08-04 08:00:00+00:00,0.780
2024-08-04 09:00:00+00:00,0.360
2024-08-04 10:00:00+00:00,-0.150
2024-08-04 11:00:00+00:00,-0.597
2024-08-04 12:00:00+00:00,-0.948
2024-08-04 13:00:00+00:00,-1.094
2024-08-04 14:00:00+00:00,-1.119
2024-08-04 15:00:00+00:00,-0.928
2024-08-04 16:00:00+00:00,-0.623
2024-08-04 17:00:00+00:00,-0.284
2024-08-04 18:00:00+00:00,0.084
2024-08-04 19:00:00+00:00,0.347
2024-08-04 20:00:00+00:00,0.561
2024-08-04 21:00:00+00:00,0.559
2024-08-04 22:00:00+00:00,0.433
2024-08-04 23:00:00+00:00,0.250
2024-08-05 00:00:00+00:00,0.009
2024-08-05 01:00:00+00:00,-0.092
2024-08-05 02:00:00+00:00,-0.047
2024-08-05 03:00:00+00:00,0.133
2024-08-05 04:00:00+00:00,0.366
2024-08-05 05:00:00+00:00,0.625
2024-08-05 06:00:00+00:00,0.836
2024-08-05 07:00:00+00:00,0.945
2024-08-05 08:00:00+00:00,0.873
2024-08-05 09:00:00+00:00,0.618
2024-08-05 10:00:00+00:00,0.153
2024-08-05 11:00:00+00:00,-0.313
2024-08-05 12:00:00+00:00,-0.717
2024-08-05 13:00:00+00:00,-0.990
2024-08-05 14:00:00+00:00,-1.065
2024-08-05 15:00:00+00:00,-0.995
2024-08-05 16:00:00+00:00,-0.756
2024-08-05 17:00:00+00:00,-0.411
2024-08-05 18:00:00+00:00,-0.095
2024-08-05 19:00:00+00:00,0.242
2024-08-05 20:00:00+00:00,0.482
2024-08-05 21:00:00+00:00,0.586
2024-08-05 22:00:00+00:00,0.522
2024-08-05 23:00:00+00:00,0.319
2024-08-06 00:00:00+00:00,0.092
2024-08-06 01:00:00+00:00,-0.113
2024-08-06 02:00:00+00:00,-0.179
2024-08-06 03:00:00+00:00,-0.053
2024-08-06 04:00:00+00:00,0.125
2024-08-06 05:00:00+00:00,0.387
2024-08-06 06:00:00+00:00,0.615
2024-08-06 07:00:00+00:00,0.813
2024-08-06 08:00:00+00:00,0.873
2024-08-06 09:00:00+00:00,0.734
2024-08-06 10:00:00+00:00,0.407
2024-08-06 11:00:00+00:00,-0.047
2024-08-06 12:00:00+00:00,-0.460
2024-08-06 13:00:00+00:00,-0.773
2024-08-06 14:00:00+00:00,-0.966
2024-08-06 15:00:00+00:00,-0.947
2024-08-06 16:00:00+00:00,-0.790
2024-08-06 17:00:00+00:00,-0.488
2024-08-06 18:00:00+00:00,-0.164
2024-08-06 19:00:00+00:00,0.164
2024-08-06 20:00:00+00:00,0.439
2024-08-06 21:00:00+00:00,0.625
2024-08-06 22:00:00+00:00,0.589
2024-08-06 23:00:00+00:00,0.471
2024-08-07 00:00:00+00:00,0.227
2024-08-07 01:00:00+00:00,-0.025
2024-08-07 02:00:00+00:00,-0.192
2024-08-07 03:00:00+00:00,-0.168
2024-08-07 04:00:00+00:00,-0.048
2024-08-07 05:00:00+00:00,0.187
2024-08-07 06:00:00+00:00,0.408
2024-08-07 07:00:00+00:00,0.625
2024-08-07 08:00:00+00:00,0.757
2024-08-07 09:00:00+00:00,0.762
2024-08-07 10:00:00+00:00,0.584
2024-08-07 11:00:00+00:00,0.217
2024-08-07 12:00:00+00:00,-0.183
2024-08-07 13:00:00+00:00,-0.529
2024-08-07 14:00:00+00:00,-0.779
2024-08-07 15:00:00+00:00,-0.825
2024-08-07 16:00:00+00:00,-0.753
2024-08-07 17:00:00+00:00,-0.508
2024-08-07 18:00:00+00:00,-0.234
2024-08-07 19:00:00+00:00,0.080
2024-08-07 20:00:00+00:00,0.356
2024-08-07 21:00:00+00:00,0.572
2024-08-07 22:00:00+00:00,0.644
2024-08-07 23:00:00+00:00,0.545
2024-08-08 00:00:00+00:00,0.368
2024-08-08 01:00:00+00:00,0.090
2024-08-08 02:00:00+00:00,-0.138
2024-08-08 03:00:00+00:00,-0.226
2024-08-08 04:00:00+00:00,-0.182
2024-08-08 05:00:00+00:00,0.000
2024-08-08 06:00:00+00:00,0.207
2024-08-08 07:00:00+00:00,0.395
2024-08-08 08:00:00+00:00,0.580
2024-08-08 09:00:00+00:00,0.661
2024-08-08 10:00:00+00:00,0.599
2024-08-08 11:00:00+00:00,0.394
2024-08-08 12:00:00+00:00,0.047
2024-08-08 13:00:00+00:00,-0.303
2024-08-08 14:00:00+00:00,-0.555
2024-08-08 15:00:00+00:00,-0.687
2024-08-08 16:00:00+00:00,-0.669
2024-08-08 17:00:00+00:00,-0.474
2024-08-08 18:00:00+00:00,-0.253
2024-08-08 19:00:00+00:00,0.030
2024-08-08 20:00:00+00:00,0.314
2024-08-08 21:00:00+00:00,0.551
2024-08-08 22:00:00+00:00,0.667
2024-08-08 23:00:00+00:00,0.674
2024-08-09 00:00:00+00:00,0.502
2024-08-09 01:00:00+00:00,0.267
2024-08-09 02:00:00+00:00,-0.026
2024-08-09 03:00:00+00:00,-0.210
2024-08-09 04:00:00+00:00,-0.251
2024-08-09 05:00:00+00:00,-0.204
2024-08-09 06:00:00+00:00,-0.035
2024-08-09 07:00:00+00:00,0.152
2024-08-09 08:00:00+00:00,0.324
2024-08-09 09:00:00+00:00,0.446
2024-08-09 10:00:00+00:00,0.503
2024-08-09 11:00:00+00:00,0.407
2024-08-09 12:00:00+00:00,0.211
2024-08-09 13:00:00+00:00,-0.095
2024-08-09 14:00:00+00:00,-0.350
2024-08-09 15:00:00+00:00,-0.507
2024-08-09 16:00:00+00:00,-0.559
2024-08-09 17:00:00+00:00,-0.449
2024-08-09 18:00:00+00:00,-0.251
2024-08-09 19:00:00+00:00,-0.001
2024-08-09 20:00:00+00:00,0.253
2024-08-09 21:00:00+00:00,0.501
2024-08-09 22:00:00+00:00,0.657
2024-08-09 23:00:00+00:00,0.699
2024-08-10 00:00:00+00:00,0.606
2024-08-10 01:00:00+00:00,0.394
2024-08-10 02:00:00+00:00,0.102
2024-08-10 03:00:00+00:00,-0.168
2024-08-10 04:00:00+00:00,-0.301
2024-08-10 05:00:00+00:00,-0.346
2024-08-10 06:00:00+00:00,-0.254
2024-08-10 07:00:00+00:00,-0.106
2024-08-10 08:00:00+00:00,0.065
2024-08-10 09:00:00+00:00,0.215
2024-08-10 10:00:00+00:00,0.336
2024-08-10 11:00:00+00:00,0.355
2024-08-10 12:00:00+00:00,0.279
2024-08-10 13:00:00+00:00,0.080
2024-08-10 14:00:00+00:00,-0.129
2024-08-10 15:00:00+00:00,-0.316
2024-08-10 16:00:00+00:00,-0.390
2024-08-10 17:00:00+00:00,-0.367
2024-08-10 18:00:00+00:00,-0.233
2024-08-10 19:00:00+00:00,-0.039
2024-08-10 20:00:00+00:00,0.196
2024-08-10 21:00:00+00:00,0.414
2024-08-10 22:00:00+00:00,0.618
2024-08-10 23:00:00+00:00,0.719
2024-08-11 00:00:00+00:00,0.675
2024-08-11 01:00:00+00:00,0.516
2024-08-11 02:00:00+00:00,0.254
2024-08-11 03:00:00+00:00,-0.035
2024-08-11 04:00:00+00:00,-0.253
2024-08-11 05:00:00+00:00,-0.395
2024-08-11 06:00:00+00:00,-0.403
2024-08-11 07:00:00+00:00,-0.326
2024-08-11 08:00:00+00:00,-0.212
2024-08-11 09:00:00+00:00,-0.065
2024-08-11 10:00:00+00:00,0.072
2024-08-11 11:00:00+00:00,0.190
2024-08-11 12:00:00+00:00,0.203
2024-08-11 13:00:00+00:00,0.158
2024-08-11 14:00:00+00:00,0.036
2024-08-11 15:00:00+00:00,-0.112
2024-08-11 16:00:00+00:00,-0.194
2024-08-11 17:00:00+00:00,-0.242
2024-08-11 18:00:00+00:00,-0.200
2024-08-11 19:00:00+00:00,-0.052
2024-08-11 20:00:00+00:00,0.126
2024-08-11 21:00:00+00:00,0.319
2024-08-11 22:00:00+00:00,0.524
2024-08-11 23:00:00+00:00,0.676
2024-08-12 00:00:00+00:00,0.712
2024-08-12 01:00:00+00:00,0.608
2024-08-12 02:00:00+00:00,0.436
2024-08-12 03:00:00+00:00,0.157
2024-08-12 04:00:00+00:00,-0.150
2024-08-12 05:00:00+00:00,-0.336
2024-08-12 06:00:00+00:00,-0.485
2024-08-12 07:00:00+00:00,-0.500
2024-08-12 08:00:00+00:00,-0.434
2024-08-12 09:00:00+00:00,-0.333
2024-08-12 10:00:00+00:00,-0.210
2024-08-12 11:00:00+00:00,-0.073
2024-08-12 12:00:00+00:00,0.034
2024-08-12 13:00:00+00:00,0.121
2024-08-12 14:00:00+00:00,0.107
2024-08-12 15:00:00+00:00,0.061
2024-08-12 16:00:00+00:00,-0.028
2024-08-12 17:00:00+00:00,-0.059
2024-08-12 18:00:00+00:00,-0.080
2024-08-12 19:00:00+00:00,-0.031
2024-08-12 20:00:00+00:00,0.101
2024-08-12 21:00:00+00:00,0.271
2024-08-12 22:00:00+00:00,0.442
2024-08-12 23:00:00+00:00,0.602
2024-08-13 00:00:00+00:00,0.688
2024-08-13 01:00:00+00:00,0.706
2024-08-13 02:00:00+00:00,0.573
2024-08-13 03:00:00+00:00,0.398
2024-08-13 04:00:00+00:00,0.111
2024-08-13 05:00:00+00:00,-0.192
2024-08-13 06:00:00+00:00,-0.404
2024-08-13 07:00:00+00:00,-0.566
2024-08-13 08:00:00+00:00,-0.597
2024-08-13 09:00:00+00:00,-0.565
2024-08-13 10:00:00+00:00,-0.464
2024-08-13 11:00:00+00:00,-0.317
2024-08-13 12:00:00+00:00,-0.145
2024-08-13 13:00:00+00:00,0.013
2024-08-13 14:00:00+00:00,0.108
2024-08-13 15:00:00+00:00,0.171
2024-08-13 16:00:00+00:00,0.156
2024-08-13 17:00:00+00:00,0.131
2024-08-13 18:00:00+00:00,0.106
2024-08-13 19:00:00+00:00,0.083
2024-08-13 20:00:00+00:00,0.121
2024-08-13 21:00:00+00:00,0.233
2024-08-13 22:00:00+00:00,0.359
2024-08-13 23:00:00+00:00,0.524
2024-08-14 00:00:00+00:00,0.663
2024-08-14 01:00:00+00:00,0.764
2024-08-14 02:00:00+00:00,0.750
2024-08-14 03:00:00+00:00,0.629
2024-08-14 04:00:00+00:00,0.391
2024-08-14 05:00:00+00:00,0.065
2024-08-14 06:00:00+00:00,-0.245
2024-08-14 07:00:00+00:00,-0.514
2024-08-14 08:00:00+00:00,-0.720
2024-08-14 09:00:00+00:00,-0.753
2024-08-14 10:00:00+00:00,-0.702
2024-08-14 11:00:00+00:00,-0.585
2024-08-14 12:00:00+00:00,-0.419
2024-08-14 13:00:00+00:00,-0.220
2024-08-14 14:00:00+00:00,-0.021
2024-08-14 15:00:00+00:00,0.142
2024-08-14 16:00:00+00:00,0.228
2024-08-14 17:00:00+00:00,0.226
2024-08-14 18:00:00+00:00,0.206
2024-08-14 19:00:00+00:00,0.159
2024-08-14 20:00:00+00:00,0.120
2024-08-14 21:00:00+00:00,0.151
2024-08-14 22:00:00+00:00,0.236
2024-08-14 23:00:00+00:00,0.377
2024-08-15 00:00:00+00:00,0.535
2024-08-15 01:00:00+00:00,0.690
2024-08-15 02:00:00+00:00,0.787
2024-08-15 03:00:00+00:00,0.775
2024-08-15 04:00:00+00:00,0.625
2024-08-15 05:00:00+00:00,0.345
2024-08-15 06:00:00+00:00,-0.025
2024-08-15 07:00:00+00:00,-0.382
2024-08-15 08:00:00+00:00,-0.680
2024-08-15 09:00:00+00:00,-0.888
2024-08-15 10:00:00+00:00,-0.957
2024-08-15 11:00:00+00:00,-0.867
2024-08-15 12:00:00+00:00,-0.717
2024-08-15 13:00:00+00:00,-0.497
2024-08-15 14:00:00+00:00,-0.241
2024-08-15 15:00:00+00:00,-0.006
2024-08-15 16:00:00+00:00,0.182
2024-08-15 17:00:00+00:00,0.287
2024-08-15 18:00:00+00:00,0.309
2024-08-15 19:00:00+00:00,0.268
2024-08-15 20:00:00+00:00,0.191
2024-08-15 21:00:00+00:00,0.127
2024-08-15 22:00:00+00:00,0.159
2024-08-15 23:00:00+00:00,0.244
2024-08-16 00:00:00+00:00,0.415
2024-08-16 01:00:00+00:00,0.607
2024-08-16 02:00:00+00:00,0.790
2024-08-16 03:00:00+00:00,0.892
2024-08-16 04:00:00+00:00,0.876
2024-08-16 05:00:00+00:00,0.706
2024-08-16 06:00:00+00:00,0.375
2024-08-16 07:00:00+00:00,-0.077
2024-08-16 08:00:00+00:00,-0.487
2024-08-16 09:00:00+00:00,-0.804
2024-08-16 10:00:00+00:00,-1.021
2024-08-16 11:00:00+00:00,-1.059
2024-08-16 12:00:00+00:00,-0.973
2024-08-16 13:00:00+00:00,-0.737
2024-08-16 14:00:00+00:00,-0.463
2024-08-16 15:00:00+00:00,-0.171
2024-08-16 16:00:00+00:00,0.105
2024-08-16 17:00:00+00:00,0.303
2024-08-16 18:00:00+00:00,0.398
2024-08-16 19:00:00+00:00,0.391
2024-08-16 20:00:00+00:00,0.307
2024-08-16 21:00:00+00:00,0.208
2024-08-16 22:00:00+00:00,0.110
2024-08-16 23:00:00+00:00,0.171
2024-08-17 00:00:00+00:00,0.284
2024-08-17 01:00:00+00:00,0.470
2024-08-17 02:00:00+00:00,0.696
2024-08-17 03:00:00+00:00,0.902
2024-08-17 04:00:00+00:00,1.005
2024-08-17 05:00:00+00:00,0.981
2024-08-17 06:00:00+00:00,0.750
2024-08-17 07:00:00+00:00,0.353
2024-08-17 08:00:00+00:00,-0.158
2024-08-17 09:00:00+00:00,-0.615
2024-08-17 10:00:00+00:00,-0.907
2024-08-17 11:00:00+00:00,-1.124
2024-08-17 12:00:00+00:00,-1.130
2024-08-17 13:00:00+00:00,-0.994
2024-08-17 14:00:00+00:00,-0.710
2024-08-17 15:00:00+00:00,-0.366
2024-08-17 16:00:00+00:00,-0.041
2024-08-17 17:00:00+00:00,0.244
2024-08-17 18:00:00+00:00,0.420
2024-08-17 19:00:00+00:00,0.507
2024-08-17 20:00:00+00:00,0.398
2024-08-17 21:00:00+00:00,0.274
2024-08-17 22:00:00+00:00,0.092
2024-08-17 23:00:00+00:00,0.000
2024-08-18 00:00:00+00:00,0.058
2024-08-18 01:00:00+00:00,0.224
2024-08-18 02:00:00+00:00,0.444
2024-08-18 03:00:00+00:00,0.703
2024-08-18 04:00:00+00:00,0.949
2024-08-18 05:00:00+00:00,1.060
2024-08-18 06:00:00+00:00,1.006
2024-08-18 07:00:00+00:00,0.704
2024-08-18 08:00:00+00:00,0.233
2024-08-18 09:00:00+00:00,-0.308
2024-08-18 10:00:00+00:00,-0.766
2024-08-18 11:00:00+00:00,-1.078
2024-08-18 12:00:00+00:00,-1.239
2024-08-18 13:00:00+00:00,-1.201
2024-08-18 14:00:00+00:00,-0.970
2024-08-18 15:00:00+00:00,-0.644
2024-08-18 16:00:00+00:00,-0.282
2024-08-18 17:00:00+00:00,0.069
2024-08-18 18:00:00+00:00,0.344
2024-08-18 19:00:00+00:00,0.502
2024-08-18 20:00:00+00:00,0.500
2024-08-18 21:00:00+00:00,0.339
2024-08-18 22:00:00+00:00,0.123
2024-08-18 23:00:00+00:00,-0.067
2024-08-19 00:00:00+00:00,-0.143
2024-08-19 01:00:00+00:00,-0.035
2024-08-19 02:00:00+00:00,0.163
2024-08-19 03:00:00+00:00,0.465
2024-08-19 04:00:00+00:00,0.745
2024-08-19 05:00:00+00:00,0.977
2024-08-19 06:00:00+00:00,1.086
2024-08-19 07:00:00+00:00,0.996
2024-08-19 08:00:00+00:00,0.650
2024-08-19 09:00:00+00:00,0.113
2024-08-19 10:00:00+00:00,-0.430
2024-08-19 11:00:00+00:00,-0.887
2024-08-19 12:00:00+00:00,-1.195
2024-08-19 13:00:00+00:00,-1.286
2024-08-19 14:00:00+00:00,-1.170
2024-08-19 15:00:00+00:00,-0.873
2024-08-19 16:00:00+00:00,-0.490
2024-08-19 17:00:00+00:00,-0.108
2024-08-19 18:00:00+00:00,0.239
2024-08-19 19:00:00+00:00,0.486
2024-08-19 20:00:00+00:00,0.580
2024-08-19 21:00:00+00:00,0.477
2024-08-19 22:00:00+00:00,0.262
2024-08-19 23:00:00+00:00,-0.045
2024-08-20 00:00:00+00:00,-0.263
2024-08-20 01:00:00+00:00,-0.304
2024-08-20 02:00:00+00:00,-0.165
2024-08-20 03:00:00+00:00,0.083
2024-08-20 04:00:00+00:00,0.399
2024-08-20 05:00:00+00:00,0.729
2024-08-20 06:00:00+00:00,0.954
2024-08-20 07:00:00+00:00,1.048
2024-08-20 08:00:00+00:00,0.917
2024-08-20 09:00:00+00:00,0.521
2024-08-20 10:00:00+00:00,-0.052
2024-08-20 11:00:00+00:00,-0.537
2024-08-20 12:00:00+00:00,-0.986
2024-08-20 13:00:00+00:00,-1.216
2024-08-20 14:00:00+00:00,-1.232
2024-08-20 15:00:00+00:00,-1.034
2024-08-20 16:00:00+00:00,-0.682
2024-08-20 17:00:00+00:00,-0.287
2024-08-20 18:00:00+00:00,0.103
2024-08-20 19:00:00+00:00,0.446
2024-08-20 20:00:00+00:00,0.664
2024-08-20 21:00:00+00:00,0.642
2024-08-20 22:00:00+00:00,0.462
2024-08-20 23:00:00+00:00,0.130
2024-08-21 00:00:00+00:00,-0.215
2024-08-21 01:00:00+00:00,-0.413
2024-08-21 02:00:00+00:00,-0.404
2024-08-21 03:00:00+00:00,-0.237
2024-08-21 04:00:00+00:00,0.063
